iter	RMSE
258	0.2323623577
259	0.2317314886
260	0.2311526426
261	0.2303024893
262	0.2293908779
263	0.2288630016
264	0.2285633965
265	0.2276787309
266	0.2266625481
267	0.2260394344
268	0.2252714972
269	0.2245261499
270	0.2239076968
271	0.2231809198
272	0.2225723312
273	0.221765259
274	0.2207235651
275	0.2202410753
276	0.2196201172
277	0.2191359054
278	0.21876972
279	0.2183003272
280	0.2178488169
281	0.2174890936
282	0.2167446426
283	0.21649226
284	0.2159859684
285	0.215622385
286	0.2149870597
287	0.2144315531
288	0.2139950092
289	0.2135737572
290	0.2128928085
291	0.2124580453
292	0.2114339209
293	0.2109069516
294	0.21033156
295	0.2093506704
296	0.2084041167
297	0.2080326383
298	0.2075990544
299	0.2071617542
300	0.2063931064
301	0.2059816194
302	0.205583864
303	0.2051380446
304	0.20477406
305	0.2038792266
306	0.2034856194
307	0.2031504712
308	0.2026988215
309	0.2024443426
310	0.2019868405
311	0.201682953
312	0.200798088
313	0.2004913602
314	0.2001426902
315	0.1997871567
316	0.1994123936
317	0.1989046927
318	0.1985845863
319	0.1977780493
320	0.1972893809
321	0.1968019314
322	0.1964707349
323	0.1961009902
324	0.1957827242
325	0.1950456434
326	0.194618046
327	0.1943282273
328	0.1938572311
329	0.193239062
330	0.1929059369
331	0.1922903359
332	0.1919778915
333	0.1913045979
334	0.1908853003
335	0.1902727227
336	0.1896746476
337	0.1891614171
338	0.1888985188
339	0.1886320395
340	0.1883462965
341	0.1876322982
342	0.1874929533
343	0.1872399867
344	0.186943155
345	0.1864748789
346	0.1862193755
347	0.1858526609
348	0.1852472982
349	0.1848726978
350	0.1843423513
351	0.1836441538
352	0.1830548398
353	0.1826670138
354	0.1821698306
355	0.1818433519
356	0.181532853
357	0.1811766917
358	0.1809407278
359	0.1806209308
360	0.1802911821
361	0.179705507
362	0.1794768332
363	0.1791944902
364	0.1788305134
365	0.1783385731
366	0.1779741046
367	0.1776884741
368	0.177302927
369	0.1769923118
370	0.1766396177
371	0.1762478514
372	0.1760698916
373	0.1757645663
374	0.1751242565
375	0.1746191841
376	0.1743748594
377	0.1741914345
378	0.1736417842
379	0.1733513427
380	0.1732079689
381	0.1729397007
382	0.172697035
383	0.1722699099
384	0.1716664279
385	0.1714974301
386	0.1709587154
387	0.1703989327
388	0.1699906812
389	0.1697458843
390	0.1695249747
391	0.1693986167
392	0.1692380773
393	0.1688657015
394	0.1685981751
395	0.1683777324
396	0.1677561235
397	0.1672378787
398	0.1669994433
399	0.1668752856
400	0.166388324
401	0.1662509615
402	0.1660195234
403	0.1655743622
404	0.1651165077
405	0.1648655164
406	0.164615004
407	0.1642989407
408	0.1640292654
409	0.1638119563
410	0.1636261856
411	0.1633023672
412	0.1631220199
413	0.1628778044
414	0.1626619288
415	0.1622118571
416	0.1618943396
417	0.1616237065
418	0.1612729144
419	0.1610409535
420	0.1607108819
421	0.1604054145
422	0.160067093
423	0.1596681202
424	0.159345405
425	0.1589641879
426	0.1585826757
427	0.1583602244
428	0.1581145269
429	0.1578877914
430	0.1575934544
431	0.1573855747
432	0.1571853547
433	0.1567515143
434	0.1565347493
435	0.1563121673
436	0.1559295571
437	0.1555708514
438	0.1553613572
439	0.1552274757
440	0.1550105906
441	0.1547052428
442	0.1542872974
443	0.154154586
444	0.1539684716
445	0.1538177359
446	0.1535390555
447	0.1533224704
448	0.1531051716
449	0.1529152993
450	0.1525330613
451	0.1523956355
452	0.1522133027
453	0.1519159634
454	0.1517052668
455	0.1515063536
456	0.1513343842
457	0.1510658662
458	0.1508368878
459	0.1506974231
460	0.1503082961
461	0.15002114
462	0.1497982092
463	0.149669891
464	0.1493409733
465	0.1490648408
466	0.1487633561
467	0.1486003491
468	0.1483028076
469	0.1481490281
470	0.1478009187
471	0.1475966542
472	0.147346812
473	0.1471546592
474	0.1469637952
475	0.1466153957
476	0.1464698926
477	0.1462915141
478	0.1461497722
479	0.1459554917
480	0.1456260451
481	0.1454632461
482	0.1452767404
483	0.1451325862
484	0.144819727
485	0.1446893327
486	0.144548045
487	0.1443719288
488	0.144089281
489	0.1439175211
490	0.143757878
491	0.1433890444
492	0.1431939127
493	0.1430048733
494	0.1428675411
495	0.1427062073
496	0.1424549727
497	0.1422569245
498	0.1420927697
499	0.1419334306
500	0.1415775628
501	0.1414738648
502	0.1413693703
503	0.1411681313
504	0.1410305975
505	0.14080549
506	0.1405626938
507	0.1404226999
508	0.140270828
509	0.1401034662
510	0.1398494427
511	0.139655146
512	0.1394900348
513	0.1392500962
514	0.1391066555
515	0.1389698196
516	0.1388190545
517	0.138674881
518	0.1384310555
519	0.1382748724
520	0.1379482802
521	0.1378207756
522	0.1376176466
523	0.1374681908
524	0.1373398189
525	0.1370520991
526	0.1368639799
527	0.1367589016
528	0.1365397976
529	0.1364080967
530	0.1362491493
531	0.1361217666
532	0.1360281362
533	0.1358952126
534	0.1357811522
535	0.1356500091
536	0.1354719828
537	0.135275236
538	0.1351366398
539	0.1350191022
540	0.1348963713
541	0.1347406508
542	0.1345974146
543	0.1344164788
544	0.1342988914
545	0.1340189744
546	0.1338832341
547	0.1337645062
548	0.1336426751
549	0.1333052723
550	0.1331854908
551	0.1329677398
552	0.1328434425
553	0.1327707589
554	0.1326575667
555	0.1324867516
556	0.1322648455
557	0.1319647509
558	0.131848735
559	0.1316062198
560	0.1313883887
561	0.1312664644
562	0.1310721376
563	0.1309569701
564	0.1307338709
565	0.1303844497
566	0.130318111
567	0.1301226197
568	0.1299524373
569	0.1297572674
570	0.1296337044
571	0.12936308
572	0.1292168141
573	0.1291291809
574	0.1289036594
575	0.1286561462
576	0.128508104
577	0.1283733069
578	0.1281105543
579	0.1280347629
580	0.1278283536
581	0.1276644954
582	0.1275657993
583	0.127491232
584	0.1272299225
585	0.127136099
586	0.1268487703
587	0.1267081515
588	0.1265371944
589	0.1263892623
590	0.1262374206
591	0.1260894245
592	0.1259774788
593	0.125846388
594	0.1257330597
595	0.125617289
596	0.1254408011
597	0.1251155713
598	0.124942942
599	0.1247136702
600	0.1246414128
601	0.1245397109
602	0.1244070725
603	0.1243029025
604	0.124121184
605	0.1238971921
606	0.1237958716
607	0.1237116377
608	0.123478172
609	0.1232327666
610	0.1230411726
611	0.1229582849
612	0.1227954441
613	0.1226761032
614	0.122561517
615	0.122446436
616	0.1222688486
617	0.1221240014
618	0.1220078868
619	0.1218361015
620	0.1217002609
621	0.1216167718
622	0.1214657507
623	0.1213215946
624	0.1212513662
625	0.1211793209
626	0.1210669861
627	0.1209118135
628	0.1206434603
629	0.1204906195
630	0.1203762119
631	0.1201593863
632	0.1200858468
633	0.119996062
634	0.1198790014
635	0.1197596832
636	0.1196213354
637	0.1194703064
638	0.119259404
639	0.1191812542
640	0.1191277339
641	0.1189686787
642	0.1188743373
643	0.1187632273
644	0.1186573617
645	0.1184082272
646	0.1182007252
647	0.1180220977
648	0.1179435843
649	0.1178748379
650	0.117774042
651	0.1175781724
652	0.1174650798
653	0.1172995053
654	0.1172179378
655	0.1171356087
656	0.1170599791
657	0.1169541753
658	0.1168644283
659	0.1167192901
660	0.1165808301
661	0.1164510712
662	0.1162647992
663	0.1161677802
664	0.1159887757
665	0.1159018234
666	0.1157985303
667	0.1155464461
668	0.1154375283
669	0.1153376377
670	0.1151874705
671	0.1150596433
672	0.1149426235
673	0.1148091238
674	0.1145943649
675	0.1144922972
676	0.1143398975
677	0.1142625956
678	0.1141900656
679	0.1140654095
680	0.1139688514
681	0.1139036602
682	0.1137652258
683	0.1136516581
684	0.1134150145
685	0.1132888529
686	0.1131971914
687	0.1131122633
688	0.1130263603
689	0.1128115206
690	0.1127220455
691	0.1126606341
692	0.1125776056
693	0.1125204495
694	0.1123198712
695	0.1121715397
696	0.1120619132
697	0.1118968978
698	0.1117183422
699	0.1116461784
700	0.111530811
701	0.1113657831
702	0.1112846789
703	0.1112092441
704	0.111124449
705	0.1109861885
706	0.110910624
707	0.1108149126
708	0.1107655398
709	0.11065995
710	0.1105824797
711	0.1104992237
712	0.1103518583
713	0.1102664752
714	0.1101757985
715	0.1099925379
716	0.1099243449
717	0.1098806908
718	0.1098229341
719	0.1096706607
720	0.1095835733
721	0.1094238832
722	0.1093298492
723	0.1092445856
724	0.1090945079
725	0.1089231681
726	0.1088646847
727	0.1087781785
728	0.1085848342
729	0.108467111
730	0.1083876822
731	0.1082983859
732	0.1081199116
733	0.1080650671
734	0.1079137997
735	0.1077918364
736	0.107708547
737	0.1076449178
738	0.1075723946
739	0.1075053936
740	0.1074497675
741	0.1072885348
742	0.1071353588
743	0.1070606505
744	0.1069926108
745	0.1069106791
746	0.1068611619
747	0.1067939483
748	0.1067051542
749	0.1065993207
750	0.1065402212
751	0.106471573
752	0.1063588647
753	0.1062884464
754	0.1061571094
755	0.1060229899
756	0.1059394611
757	0.1058083909
758	0.1057246989
759	0.1056515464
760	0.1055922767
761	0.1055015485
762	0.1054166319
763	0.1053162125
764	0.1052470516
765	0.1051457093
766	0.1049864871
767	0.1049287304
768	0.1048622301
769	0.1047235468
770	0.104666401
771	0.1045352529
772	0.1044550428
773	0.1043509214
774	0.104271099
775	0.1041758617
776	0.1040613662
777	0.1039955038
778	0.1039356488
779	0.1038410976
780	0.1037732404
781	0.1037053256
782	0.1036140526
783	0.1035384582
784	0.1033923373
785	0.1033323689
786	0.1032574922
787	0.1031715296
788	0.103090056
789	0.1030080806
790	0.1029410591
791	0.1027413989
792	0.1026225029
793	0.1025568468
794	0.1025000057
795	0.1023172943
796	0.1022395855
797	0.1021465395
798	0.1020395154
799	0.1019459676
800	0.101868517
801	0.1017870112
802	0.1016743146
803	0.1016157986
804	0.1015707158
805	0.1014687757
806	0.1014279647
807	0.1013799753
808	0.1013101378
809	0.1012422562
810	0.1011791235
811	0.1011239622
812	0.1009445944
813	0.1008107377
814	0.1007361645
815	0.100685023
816	0.1006232661
817	0.1004682707
818	0.1003861756
819	0.1003058492
820	0.1002392025
821	0.1001635789
822	0.100092165
823	0.1000435307
824	0.09998253812
825	0.09990183682
826	0.09982102413
827	0.09974668064
828	0.09965916358
829	0.09956858734
830	0.09949383878
831	0.09938256455
832	0.09927522086
833	0.09914600921
834	0.09904320055
835	0.09898834046
836	0.09883362116
837	0.09879567583
838	0.09862782542
839	0.09854514484
840	0.09845849167
841	0.0983762972
842	0.09833429363
843	0.09829166726
844	0.09822259457
845	0.09815988012
846	0.09811233063
847	0.09804438057
848	0.09797027842
849	0.09790212078
850	0.09782283791
851	0.09778075767
852	0.09766521347
853	0.09762298135
854	0.09745445774
855	0.09737089132
856	0.09733535578
857	0.09719842751
858	0.09715677447
859	0.09704126392
860	0.09694993634
861	0.09688395038
862	0.09682697981
863	0.09676460112
864	0.09669496294
865	0.09660541102
866	0.09655229303
867	0.09647342129
868	0.09639487663
869	0.09624769865
870	0.09617724186
871	0.09609332104
872	0.09600223265
873	0.09590767559
874	0.09581121376
875	0.09564958072
876	0.09554082643
877	0.09547984943
878	0.09538619271
879	0.09527989017
880	0.0952066648
881	0.09510856652
882	0.09503242188
883	0.0949888141
884	0.09490203
885	0.09482847282
886	0.09477647626
887	0.09469008474
888	0.09462642657
889	0.09453937084
890	0.09448715538
891	0.09440047326
892	0.09435358796
893	0.0942990989
894	0.09411364231
895	0.09406122302
896	0.09399714844
897	0.09385525343
898	0.09378840512
899	0.09375687406
900	0.09370575501
901	0.09358603858
902	0.09352947065
903	0.09346735662
904	0.09340241775
905	0.09337799351
906	0.09328539932
907	0.0931584891
908	0.09310490208
909	0.09307133813
910	0.09296438948
911	0.09293594228
912	0.09288082294
913	0.09279631563
914	0.09266664424
915	0.09260373282
916	0.092504588
917	0.0924377414
918	0.09231055133
919	0.0922412758
920	0.09220711825
921	0.09207222579
922	0.09196405461
923	0.09188816461
924	0.09182960614
925	0.09168711437
926	0.09160861512
927	0.09152216103
928	0.09145769576
929	0.09138343917
930	0.09133496856
931	0.09128610324
932	0.09120273902
933	0.09108010529
934	0.09103785108
935	0.09097247361
936	0.09084880171
937	0.09081586041
938	0.09068892701
939	0.09060146476
940	0.09053684724
941	0.09040295239
942	0.09022815378
943	0.09019716772
944	0.09016402943
945	0.09004551528
946	0.08997939228
947	0.08988507159
948	0.08980808992
949	0.08974090954
950	0.08964355307
951	0.08959355066
952	0.08943036548
953	0.08936809998
954	0.08927948063
955	0.08913580169
956	0.08905541366
957	0.08899011289
958	0.0889119885
959	0.08886194699
960	0.08883953903
961	0.08879199476
962	0.08873605032
963	0.08867287622
964	0.088631508
965	0.08856200196
966	0.08851901878
967	0.08841953524
968	0.08834745921
969	0.08822483665
970	0.08815095216
971	0.08800237383
972	0.08794981159
973	0.08790208864
974	0.0878498857
975	0.08778515092
976	0.08772598569
977	0.08768784641
978	0.08763844569
979	0.08758639223
980	0.08751342065
981	0.08736660925
982	0.08723120665
983	0.08718917868
984	0.08712173043
985	0.08708282019
986	0.08702451508
987	0.08696103703
988	0.08688665322
989	0.08681334898
990	0.08673741867
991	0.08663113867
992	0.08659062126
993	0.08649438574
994	0.08643856267
995	0.08636906936
996	0.08632855193
997	0.08626515156
998	0.08623212518
999	0.08617548489
